Wat zijn de verplichtingen van een verhuurder omtrent onderhoud en herstellingen?|De verhuurder is verplicht om het goed in een zodanige staat te houden dat het kan dienen voor het afgesproken gebruik. Grote herstellingen zijn in principe ten laste van de verhuurder.
Hoe kan ik correct de huurprijs indexeren?|De regels rond de indexatie van een huurcontract verschillen naargelang het huurstelsel (woninghuur - handelshuur - gemene huur - pacht) en de regio. Voor een woninghuurcontract in Vlaanderen geldt (voor contracten afgesloten sinds 01/01/2019) dat de indexatie gebeurt aan de hand van de volgende formule: (basishuurprijs x nieuwe indexcijfer)/aanvangsindexcijfer. De basishuurprijs is de huurprijs die volgt uit de overeenkomst of uit een vonnis, met uitsluiting van alle kosten en lasten, uitdrukkelijk door de huurovereenkomst ten laste van de huurder gelegd. Het nieuwe indexcijfer is het gezondheidsindexcijfer van de maand voorafgaand aan die van de verjaardag van de  inwerkingtreding van de huurovereenkomst. Het aanvangsindexcijfer is het gezondheidsindexcijfer van de maand die voorafgaat aan de maand tijdens welke de huurovereenkomst of de huurprijsherziening is in werking getreden."
Heb ik als eigenaar van een appartement rechten inzake de verplichting om het dak te isoleren?|Ja, isolatie van het dak is verplicht volgens de wetgeving. Indien de syndicus of mede-eigenaars dit nalaten, kunt u juridische stappen overwegen.
Wat is een juiste procedure voor de verkoop van een pand met betrekking tot de opmaak van elektrische keuring -en EPC-attesten?|Bij de verkoop van een pand is het (behoudens uitzonderlijke situaties) verplicht om een EPC-attest te hebben. Dit certificaat informeert potentiële kopers over de energiezuinigheid van de woning. Het EPC wordt opgemaakt door een erkende energiedeskundige type A. Het is aan te raden om een kopie van het EPC aan de onderhandse verkoopovereenkomst te hechten en het origineel te overhandigen bij het verlijden van de authentieke verkoopakte. Het EPC moet beschikbaar zijn vanaf het moment dat de wooneenheid te koop wordt aangeboden. Naast het EPC moet er bij de verkoop van een woning tevens een (nog geldige) elektrische keuring voorhanden zijn.
Wat is de regeling omtrent meerwaardebelasting bij de verkoop van een woning?|Meerwaardebelasting is afhankelijk van de periode dat de woning in uw bezit is geweest. Voor grond of constructie die u korter dan vijf jaar hebt gehad, kan deze belasting van toepassing zijn.
is er geen verschil als je binnen de 5 jaar verkoopt?|Ja, er is een verschil als je binnen de 5 jaar verkoopt. Als je je vastgoed verkoopt binnen deze termijn, kan je belast worden op de meerwaarde. Bij een gezinswoning met meerwaarde hoef je echter geen belasting te betalen, terwijl je bij een tweede verblijf of opbrengsteigendom wel een meerwaardebelasting van 16,5 procent (plus gemeentebelasting) moet betalen.
Hoe regel ik correct de borgstelling in een huurcontract?|De regels voor een borgstelling verschillen naargelang het huurregime waar de verhuring onder valt. Bij woninghuur in het Vlaams gewest is een borgstelling bijvoorbeeld een waarborgvorm die niet gecombineerd mag worden met een andere waarborg. Daarom wordt een borgstelling bij woninghuur actief afgeraden. Bij gemene huur, handelshuur, ... kan het wel. Belangrijk daar is om rekening te houden met de regels betreffende de kosteloze borgtocht.
Wat zijn de regels rond het indienen van een bezwaar tegen verhoging van tweede verblijfsbelasting?|Wij bieden modellen voor bezwaarbrieven enkel aan onze leden. Het wordt aangeraden juridische bijstand in te schakelen om een correcte bezwaarbrief op te stellen en in te dienen.
Welke modelcontracten zijn beschikbaar voor vastgoedtransacties?|CIB Vlaanderen biedt diverse modeldocumenten aan, waaronder koop- en verkoopovereenkomsten, bemiddelingsopdrachten en huurcontracten. Deze zijn beschikbaar via het ledenportaal."
Wat zijn de wettelijke vereisten voor het indexeren van huurprijzen?|Een schriftelijke huurovereenkomst mag slechts één maal per huurjaar geïndexeerd worden, ten vroegste op de verjaardag van de inwerkingtreding van de huurovereenkomst. De indexering gebeurt op basis van de schommelingen van de gezondheidsindex. Het verzoek tot indexering moet schriftelijk worden ingediend door de belanghebbende partij, meestal de verhuurder. De aangepaste huurprijs mag niet hoger zijn dan het bedrag dat wordt verkregen door de formule basishuurprijs x nieuw indexcijfer/aanvangsindexcijfer toe te passen. De huurindexatie mag maximaal drie maanden terug gaan in de tijd en mag de verjaardatum van het huurcontract niet overschrijden, als er vorig huurjaar ook reeds werd geïndexeerd."
