Welke documenten heb ik nodig om een vastgoedtransactie te voltooien?|Bij elke vastgoedtransactie is het cruciaal dat er een goed gedocumenteerd en volledig verkoopdossier wordt samengesteld. Dit bevat tal van verplichte documenten, zoals het EPC, de elektrische keuring, de stedenbouwkundige informatie, informatie betreffende overstromingsgevoeligheid, het asbestattest, het bodemattest, ... Alnaargelang de aard van het onroerend goed en de ligging (verschillen tussen de gewesten) varieert de lijst van wettelijk verplichte documenten. Daarnaast zijn er ook documenten waarvan het niet verplicht maar wel aangewezen is om ze in het verkoopdossier op te nemen (kadastraal uittreksel, de eigendomstitel, ...)."
Kan een syndicus zonder volmacht bankactiviteiten uitvoeren voor de VME?|Om het beheer van de rekeningen te kunnen overnemen zal de syndicus aan de bank bewijs moeten leveren van zijn mandaat voor de desbetreffende VME. Dat gebeurt op basis van de notulen van de AV met de benoeming en/of de registratie als syndicus in de KBO. De bank zal op grond hiervan het beheer in handen geven van de syndicus. Die kan vervolgens het financieel beheer op zich nemen, waaronder het uitvoeren van bankactiviteiten zoals betalingen etc.
Kan een syndicus zonder volmacht bankactiviteiten uitvoeren voor de VME?|Om het beheer van de rekeningen te kunnen overnemen zal de syndicus aan de bank bewijs moeten leveren van zijn mandaat voor de desbetreffende VME. Dat gebeurt op basis van de notulen van de AV met de benoeming en/of de registratie als syndicus in de KBO. De bank zal op grond hiervan het beheer in handen geven van de syndicus. Die kan vervolgens het financieel beheer op zich nemen, waaronder het uitvoeren van bankactiviteiten zoals betalingen etc.
Kan een verhuurder een standaard huurovereenkomst vervroegd opzeggen bij een driejarige huurovereenkomst?|Nee, de verhuurder kan een huurovereenkomst van korte duur niet vroegtijdig opzeggen. Dit geldt zowel voor contracten ondertekend vanaf 01/01/2019 (vallen onder het Vlaams Woninghuurdecreet) als voor oudere contracten (die vallen onder de Federale Woninghuurwet).
Kan een verhuurder een standaard huurovereenkomst vervroegd opzeggen bij een driejarige huurovereenkomst?|Nee, de verhuurder kan een huurovereenkomst van korte duur niet vroegtijdig opzeggen. Dit geldt zowel voor contracten ondertekend vanaf 01/01/2019 (vallen onder het Vlaams Woninghuurdecreet) als voor oudere contracten (die vallen onder de Federale Woninghuurwet).
Kunnen partijen contractueel aangepaste opzeggingsmogelijkheden bedingen in een overeenkomst van korte duur?|De woninghuurovereenkomst van korte duur in Vlaanderen wordt beheerst door het Vlaams Woninghuurdecreet. Deze bepalingen zijn van dwingend recht. De huurder beschikt over de mogelijkheid om de huurovereenkomst van korte duur te allen tijde te beëindigen met een opzeg van 3 maand. De verhuurder van zijn kant kan de huurovereenkomst van korte duur niet vroegtijdig beëindigen. In principe kunnen aan de huurder steeds bijkomende opzegmogelijkheden toegekend worden in zijn voordeel. 
Kunnen partijen contractueel aangepaste opzeggingsmogelijkheden bedingen in een overeenkomst van korte duur?|De woninghuurovereenkomst van korte duur in Vlaanderen wordt beheerst door het Vlaams Woninghuurdecreet. Deze bepalingen zijn van dwingend recht. De huurder beschikt over de mogelijkheid om de huurovereenkomst van korte duur te allen tijde te beëindigen met een opzeg van 3 maand. De verhuurder van zijn kant kan de huurovereenkomst van korte duur niet vroegtijdig beëindigen. In principe kunnen aan de huurder steeds bijkomende opzegmogelijkheden toegekend worden in zijn voordeel. 
Is het mogelijk om aan een vennootschap te verhuren onder de woninghuurwet?|Er kan enkel aan natuurlijke personen worden verhuurd onder het woninghuurdecreet. Indien de huurder een rechtspersoon is zal het toepasselijke huurrégime het gemene huurrecht zijn.
Is het mogelijk om in Vlaanderen aan een vennootschap te verhuren onder de woninghuurwet?|Er kan enkel aan natuurlijke personen worden verhuurd onder het woninghuurdecreet. Indien de huurder een rechtspersoon is zal het toepasselijke huurrégime het gemene huurrecht zijn.
Is het mogelijk om in België aan een vennootschap te verhuren onder de woninghuurwet?|Er kan enkel aan natuurlijke personen worden verhuurd onder het woninghuurdecreet. Indien de huurder een rechtspersoon is zal het toepasselijke huurrégime het gemene huurrecht zijn.
Wie is verantwoordelijk voor de kosten bij schade door inbraak?|Schade ten gevolge van inbraak zal ingeval van woninghuur moeten aanzien worden als schade ten gevolge van overmacht. Dit valt dus in de regel ten laste van de verhuurder, tenzij er kan aangetoond worden dat de huurder nalatig is geweest door onvoldoende voorzorgen te nemen teneinde de woning te beveiligen of naar behoren af te sluiten. 
Wie is verantwoordelijk voor de kosten bij schade door inbraak?|Schade ten gevolge van inbraak zal ingeval van woninghuur moeten aanzien worden als schade ten gevolge van overmacht. Dit valt dus in de regel ten laste van de verhuurder, tenzij er kan aangetoond worden dat de huurder nalatig is geweest door onvoldoende voorzorgen te nemen teneinde de woning te beveiligen of naar behoren af te sluiten. 
Is het verplicht om rookmelders en een EPC te voorzien bij gemeenrechtelijke huur?|Als de verhuur betrekking heeft op een wooneenheid, moeten er (voldoende) rookmelders voorzien zijn. De woningkwaliteitsnormering maakt geen enkel onderscheid tussen een woning die wordt verhuurd als hoofdverblijfplaats of als tweede verblijf, ... onder het gemeen huurrecht. Hetzelfde geldt voor de EPC-informatieplicht. Wanneer een woning te huur wordt aangeboden, moet er een EPC aanwezig zijn. Dat geldt overigens ook voor niet-residentiële panden.
Is het verplicht om rookmelders en een EPC te voorzien bij gemeenrechtelijke huur?|Als de verhuur betrekking heeft op een wooneenheid, moeten er (voldoende) rookmelders voorzien zijn. De woningkwaliteitsnormering maakt geen enkel onderscheid tussen een woning die wordt verhuurd als hoofdverblijfplaats of als tweede verblijf, ... onder het gemeen huurrecht. Hetzelfde geldt voor de EPC-informatieplicht. Wanneer een woning te huur wordt aangeboden, moet er een EPC aanwezig zijn. Dat geldt overigens ook voor niet-residentiële panden.
Kunnen statuten van mede-eigendom verhuur aan een sociale huurder verbieden?|Een totaalverbod is problematisch wegens discriminatie. Het breekt ook in op het eigendomsrecht. De eigenaar van de kavel heeft het recht om bijvoorbeeld vrij te beslissen om te verhuren via SVK-formule of niet.  Het verbieden van bepaalde verhuuractiviteiten (zoals aan toeristen via platforms als Airbnb) is in sommige gevallen wel mogelijk.
Kunnen statuten van mede-eigendom verhuur aan een sociale huurder verbieden?|Een totaalverbod is problematisch wegens discriminatie. Het breekt ook in op het eigendomsrecht. De eigenaar van de kavel heeft het recht om bijvoorbeeld vrij te beslissen om te verhuren via SVK-formule of niet.  Het verbieden van bepaalde verhuuractiviteiten (zoals aan toeristen via platforms als Airbnb) is in sommige gevallen wel mogelijk.
Kan een syndicus voor algemene vergaderingen een extra vergoeding vragen?|De syndicusovereenkomst bepaalt welke activiteiten en dienstverlening deel uitmaakt van het forfaitair ereloon van de syndicus. Doorgaans valt het organiseren van de jaarlijkse statutaire algemene vergadering daar onder, gezien dit behoort tot de wettelijke taken van de syndicus. Voor het organiseren van een buitengewone algemene vergadering of een tweede zitting van de algemene vergadering omdat het quorum eerst niet werd behaald, voorzien de meeste syndicusovereenkomsten in een extra vergoeding bovenop het forfaitair ereloon.
Welke stappen moeten worden ondernomen voor de opstart van een syndicschap?|Bij de start van een syndic moet een eerste vergadering worden georganiseerd waarin de aanstelling wordt bevestigd, een syndicusovereenkomst wordt opgesteld, en de nodige formaliteiten zoals registratie in de KBO worden uitgevoerd.
Biedt CIB modeldocumenten aan voor huurkoop?|Nee, we beschikken niet over een modeldocument voor huurkoop. Gelet op de finesses, dient dit best opgemaakt te worden met bijstand van de tussenkomende notaris 
Hebben jullie een modeldocument voor minnelijke beëindiging van een handelshuur?|Nee, we beschikken niet over een modeldocument voor de minnelijke beëindiging van een handelshuur. 
Mag er een rijksregisternummer worden vermeld in de verkoopovereenkomst?|Het is niet toegestaan om het rijksregisternummer te vermelden in de verkoopovereenkomst. 
Kan een handelshuurovereenkomst rechtsgeldig voor de wettelijke termijn van 9 jaar worden beïndigd?|Een handelshuurovereenkomst kan minnelijk beëindigd worden in onderling overleg tussen huurder en verhuurder. Bovendien kan de huurovereenkomst ook vroegtijdig beëindigd worden door de huurder en verhuurder in de gevallen bepaald in artikel 3 van de Handelshuurwet. 
